Week,42ndStreet,AChorusLine,OhCalcutta,Aladdin,BeautyAndTheBeast,Cats,Chicago,FiddlerOnTheRoof,Grease,Hairspray,Hamilton,LesMiserables,MammaMia,MissSaigon,MyFairLady,Rent,TheBookOfMormon,TheLionKing,ThePhantomOfTheOpera,Wicked
10/31/2021,,,,722392,,,354928,,,,2666504,,,,,,,1278451,1015306,1479824
11/07/2021,,,,909880,,,437028,,,,2660546,,,,,,797736,1424488,989453,1666845
11/14/2021,,,,933321,,,544925,,,,2673170,,,,,,1070853,1584522,999746,1746888
11/21/2021,,,,921777,,,518783,,,,2715955,,,,,,1112072,1590697,889711,1630228
11/28/2021,,,,1676214,,,754554,,,,3170432,,,,,,1285996,2535856,1377167,2371988
12/05/2021,,,,1197635,,,559397,,,,2716854,,,,,,1119192,1943267,998195,1123827
12/12/2021,,,,1257433,,,649339,,,,2699884,,,,,,1229771,1982699,1040413,2112165
12/19/2021,,,,977649,,,769726,,,,623169,,,,,,1246028,2155799,1118568,2156392
12/26/2021,,,,,,,825470,,,,,,,,,,1148564,,1477431,2564850
01/02/2022,,,,1229667,,,865291,,,,2594729,,,,,,1417568,1482761,1417577,2780165
01/09/2022,,,,767129,,,314088,,,,2121978,,,,,,749967,1287640,654120,1123096
01/16/2022,,,,618812,,,268456,,,,2098977,,,,,,766405,1064958,543010,1088026
01/23/2022,,,,719383,,,275309,,,,1967657,,,,,,677883,1050623,496169,1030381
01/30/2022,,,,719745,,,254384,,,,1769854,,,,,,651270,1010757,417971,910557
02/06/2022,,,,782912,,,350835,,,,1723288,,,,,,744020,1158689,506933,1136320
02/13/2022,,,,860716,,,421629,,,,1826363,,,,,,785767,1275054,705895,1272705
02/20/2022,,,,997952,,,552055,,,,1999550,,,,,,977051,1457409,853429,1498822
02/27/2022,,,,1089626,,,510161,,,,2273965,,,,,,957492,1588688,865693,1586470
03/06/2022,,,,804969,,,340931,,,,1957383,,,,,,841640,1095084,670302,1132287
03/13/2022,,,,949240,,,472618,,,,2121711,,,,,,973095,1517066,723163,1504749
03/20/2022,,,,1201219,,,587788,,,,2272219,,,,,,1080338,1778641,959191,1944704
03/27/2022,,,,1088069,,,513025,,,,2235879,,,,,,1058384,1709630,841426,1855219
04/03/2022,,,,1012610,,,456692,,,,2285159,,,,,,996401,1642666,738574,1739736
04/10/2022,,,,1062406,,,543119,,,,2224849,,,,,,1031176,1874337,830866,1866191
04/17/2022,,,,1737855,,,829219,,,,2453319,,,,,,1134629,2560960,1073263,2314088
04/24/2022,,,,1318223,,,713877,,,,2445193,,,,,,1018320,2000821,850940,1908644
05/01/2022,,,,965527,,,585101,,,,2091733,,,,,,857181,1635397,625180,1196763
05/08/2022,,,,1091386,,,684274,,,,2103020,,,,,,905753,1716181,742308,1341127
05/15/2022,,,,998163,,,667946,,,,2053252,,,,,,941031,1636928,728082,1361373
05/22/2022,,,,1080377,,,718800,,,,2266325,,,,,,1021148,1771357,892439,1572052
05/29/2022,,,,841177,,,772683,,,,2322989,,,,,,1053153,2000284,976104,1780207
06/05/2022,,,,1188639,,,763452,,,,2191718,,,,,,947844,1864584,880655,1691594
06/12/2022,,,,1273006,,,548919,,,,2190665,,,,,,1003364,1951072,965650,1861096
06/19/2022,,,,1247350,,,608328,,,,2230433,,,,,,908616,1947145,986380,1894999
06/26/2022,,,,1355330,,,524957,,,,2273932,,,,,,1048781,2117236,958071,1968156
07/03/2022,,,,1379129,,,536434,,,,2152841,,,,,,969890,2162416,1037960,1826026
07/10/2022,,,,1398903,,,450294,,,,2224553,,,,,,972437,2358454,868468,1595480
07/17/2022,,,,1500309,,,514341,,,,2255343,,,,,,952620,2130537,925765,1767432
07/24/2022,,,,1487466,,,539531,,,,2250557,,,,,,983473,2434665,1012431,1846484
07/31/2022,,,,1544941,,,532648,,,,2246748,,,,,,986653,2166598,1008620,1936020
08/07/2022,,,,1456935,,,518857,,,,2219057,,,,,,986132,2222752,1008828,1705618
08/14/2022,,,,1454437,,,518254,,,,2194094,,,,,,998423,2052136,990093,1562630
08/21/2022,,,,1330755,,,540848,,,,2198662,,,,,,969001,1980606,916431,1590189
08/28/2022,,,,1111590,,,490696,,,,2072969,,,,,,906104,1795793,851566,1353948
09/04/2022,,,,1182424,,,560098,,,,2106039,,,,,,1038905,1757862,915981,1534385
09/11/2022,,,,1109823,,,637202,,,,1884105,,,,,,980561,1580294,867997,1360100
09/18/2022,,,,1112983,,,616188,,,,1908151,,,,,,1007997,1639087,964172,1414988
09/25/2022,,,,1156722,,,635113,,,,1915328,,,,,,1028039,1703438,1205364,1496981
10/02/2022,,,,1057898,,,539037,,,,1912861,,,,,,988990,1573992,1331024,1328656
10/09/2022,,,,1307595,,,657391,,,,2158774,,,,,,1114346,2066059,1541856,1839357
10/16/2022,,,,1260113,,,620941,,,,2051552,,,,,,1070291,1815269,1603263,1726236
10/23/2022,,,,1212945,,,598402,,,,2041455,,,,,,1090736,1714707,1622813,1610381
10/30/2022,,,,1117841,,,494636,,,,1947852,,,,,,908606,1704717,1602986,1346056
11/06/2022,,,,1153258,,,513980,,,,1963828,,,,,,976672,1761156,1643240,1413132
11/13/2022,,,,1266831,,,629621,,,,2039929,,,,,,1069327,1537809,1697853,1704565
11/20/2022,,,,1175369,,,525004,,,,1925304,,,,,,988928,1856550,1784650,1619326
11/27/2022,,,,1798302,,,754466,,,,2613656,,,,,,1222528,2674898,2241317,2320543
12/04/2022,,,,1425883,,,612455,,,,2083446,,,,,,1060557,2162999,1966059,1824793
12/11/2022,,,,1516343,,,699181,,,,2077730,,,,,,1158956,2365967,2020245,2083245
12/18/2022,,,,1522437,,,700320,,,,2255421,,,,,,1221109,2449001,2039745,2159025
12/25/2022,,,,1642298,,,721865,,,,2656102,,,,,,1084164,2590306,1921572,2362930
01/01/2023,,,,2849723,,,1299404,,,,2740599,,,,,,1680124,4315264,2788017,3152679
01/08/2023,,,,1419042,,,760027,,,,2120811,,,,,,1127226,1998294,2185286,1982764
01/15/2023,,,,1245594,,,627373,,,,2078621,,,,,,1059684,1885831,2180337,1667292
01/22/2023,,,,1159196,,,836318,,,,1946800,,,,,,960796,1795439,2227185,1657437
01/29/2023,,,,1165177,,,784710,,,,1871921,,,,,,942704,1685679,2483532,1549247
02/05/2023,,,,1105899,,,752302,,,,1695202,,,,,,904339,1589403,2616850,1492755
02/12/2023,,,,1156968,,,797240,,,,1722790,,,,,,966954,1626271,2425002,1466260
02/19/2023,,,,1361639,,,896828,,,,2000798,,,,,,1079970,1929702,2562357,1791292
02/26/2023,,,,1405452,,,904577,,,,1944489,,,,,,973143,1931308,2588742,1781581
03/05/2023,,,,989176,,,793852,,,,1633986,,,,,,878061,1685590,2542427,1388296
03/12/2023,,,,1186379,,,913161,,,,1915462,,,,,,1006541,1637904,2740311,1689369
03/19/2023,,,,1506307,,,903996,,,,2125226,,,,,,1104159,2252399,3029826,2038192
03/26/2023,,,,1357350,,,926298,,,,1915780,,,,,,1034889,2130825,3057933,1878920
04/02/2023,,,,1491893,,,781964,,,,1992316,,,,,,1058591,2263788,3247106,2001359
04/09/2023,,,,2178396,,,863677,,,,2001094,,,,,,1110927,2980093,3648872,2751659
04/16/2023,,,,1761653,,,683480,,,,2040243,,,,,,1051420,2825907,3739934,2251012
04/23/2023,,,,1358496,,,654674,,,,1946309,,,,,,971849,2165365,,1732716
04/30/2023,,,,1461100,,,700827,,,,1809025,,,,,,952104,2155372,,1652822
05/07/2023,,,,1235940,,,571816,,,,1778225,,,,,,854430,1981150,,1484958
05/14/2023,,,,1176092,,,557149,,,,1889515,,,,,,900222,1960078,,1500186
05/21/2023,,,,1383762,,,718383,,,,1906604,,,,,,1035468,2144717,,1678944
05/28/2023,,,,1453454,,,701359,,,,1894229,,,,,,1040043,2245982,,1825756
06/04/2023,,,,1417934,,,603379,,,,1938603,,,,,,861789,2235473,,1873517
06/11/2023,,,,1519162,,,600201,,,,1732058,,,,,,933999,2284334,,1954264
06/18/2023,,,,1532478,,,588542,,,,1957007,,,,,,953087,2349263,,1985112
06/25/2023,,,,1549154,,,616863,,,,1951053,,,,,,1002152,2421914,,1993797
07/02/2023,,,,1607738,,,638644,,,,1892442,,,,,,1003916,2485786,,1880218
07/09/2023,,,,1559385,,,611999,,,,1855729,,,,,,939580,2432229,,1967790
07/16/2023,,,,1586080,,,638760,,,,1846627,,,,,,955401,2638957,,1802596
07/23/2023,,,,1617385,,,615275,,,,1892562,,,,,,990355,2469996,,1916041
07/30/2023,,,,1619404,,,637541,,,,1873209,,,,,,961164,2813794,,2139425
08/06/2023,,,,1618933,,,637272,,,,1922324,,,,,,974118,2493550,,1910102
08/13/2023,,,,1600542,,,668734,,,,1909792,,,,,,921998,2468402,,1808293
08/20/2023,,,,1381822,,,616318,,,,1904853,,,,,,928582,2226635,,1559480
08/27/2023,,,,1315991,,,597247,,,,1834851,,,,,,862601,1991990,,1514362
09/03/2023,,,,1362246,,,647209,,,,1895715,,,,,,1027176,2077375,,1697027
09/10/2023,,,,1219767,,,690114,,,,1746638,,,,,,941801,1850459,,1487873
09/17/2023,,,,1225175,,,715024,,,,1708507,,,,,,931251,1834382,,1526289
09/24/2023,,,,1166486,,,657843,,,,1744838,,,,,,918235,1911026,,1321960
10/01/2023,,,,1211783,,,686565,,,,1776084,,,,,,930245,1923263,,1420368
10/08/2023,,,,1463979,,,738852,,,,1880390,,,,,,1047154,2321581,,1926142
10/15/2023,,,,1348348,,,702355,,,,1931917,,,,,,1000270,2090583,,1906835
10/22/2023,,,,1279065,,,714753,,,,1801365,,,,,,1014456,2063215,,1809977
10/29/2023,,,,1264510,,,632413,,,,1767882,,,,,,909483,2064480,,1922483
11/05/2023,,,,1212435,,,620086,,,,1768049,,,,,,894646,1986734,,1834506
