Week,42ndStreet,AChorusLine,OhCalcutta,Aladdin,BeautyAndTheBeast,Cats,Chicago,FiddlerOnTheRoof,Grease,Hairspray,Hamilton,LesMiserables,MammaMia,MissSaigon,MyFairLady,Rent,TheBookOfMormon,TheLionKing,ThePhantomOfTheOpera,Wicked
06/08/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
06/15/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
06/22/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
06/29/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
07/06/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
07/13/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
07/20/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
07/27/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
08/03/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
08/10/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
08/17/1980,,Shubert,Edison,,,,,,,,,,,,,,,,,
08/24/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
08/31/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
09/07/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
09/14/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
09/21/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
09/28/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
10/05/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
10/12/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
10/19/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
10/26/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
11/02/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
11/09/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
11/16/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
11/23/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
11/30/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
12/07/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
12/14/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
12/21/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
12/28/1980,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
01/04/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
01/11/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
01/18/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
01/25/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
02/01/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
02/08/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
02/15/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
02/22/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
03/01/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
03/08/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
03/15/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
03/22/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
03/29/1981,Winter Garden,Shubert,Edison,,,,,,,,,,,,,,,,,
04/05/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
04/12/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
04/19/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
04/26/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
05/03/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
05/10/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
05/17/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
05/24/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
05/31/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
06/07/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
06/14/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
06/21/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
06/28/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
07/05/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
07/12/1981,Majestic,Shubert,Edison,,,,,State,,,,,,,,,,,,
07/19/1981,Majestic,Shubert,Edison,,,,,State,,,,,,,,,,,,
07/26/1981,Majestic,Shubert,Edison,,,,,State,,,,,,,,,,,,
08/02/1981,Majestic,Shubert,Edison,,,,,State,,,,,,,,,,,,
08/09/1981,Majestic,Shubert,Edison,,,,,State,,,,,,,,,,,,
08/16/1981,Majestic,Shubert,Edison,,,,,State,,,,,,,Uris,,,,,
08/23/1981,Majestic,Shubert,Edison,,,,,State,,,,,,,Uris,,,,,
08/30/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
09/06/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
09/13/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
09/20/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
09/27/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
10/04/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
10/11/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
10/18/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
10/25/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
11/01/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
11/08/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
11/15/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
11/22/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
11/29/1981,Majestic,Shubert,Edison,,,,,,,,,,,,Uris,,,,,
12/06/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
12/13/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
12/20/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
12/27/1981,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
01/03/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
01/10/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
01/17/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
01/24/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
01/31/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
02/07/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
02/14/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
02/21/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
02/28/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
03/07/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
03/14/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
03/21/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
03/28/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
04/04/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
04/11/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
04/18/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
04/25/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
05/02/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
05/09/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
05/16/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
05/23/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
05/30/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
06/06/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
06/13/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
06/20/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
06/27/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
07/04/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
07/11/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
07/18/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
07/25/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
08/01/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
08/08/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
08/15/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
08/22/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
08/29/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
09/05/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
09/12/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
09/19/1982,Majestic,Shubert,Edison,,,,,,,,,,,,,,,,,
09/26/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/03/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/10/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/17/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/24/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/31/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/07/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/14/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/21/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/28/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/05/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/12/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/19/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/26/1982,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/02/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/09/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/16/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/23/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/30/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/06/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/13/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/20/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/27/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/06/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/13/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/20/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/27/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/03/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/10/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/17/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/24/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/01/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/08/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/15/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/22/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/29/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/05/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/12/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/19/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/26/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/03/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/10/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/17/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/24/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/31/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/07/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/14/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/21/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/28/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/04/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/11/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/18/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/25/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/02/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/09/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/16/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/23/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/30/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/06/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/13/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/20/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/27/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/04/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/11/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/18/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/25/1983,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/01/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/08/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/15/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/22/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/29/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/05/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/12/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/19/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/26/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/04/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/11/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/18/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/25/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/01/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/08/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/15/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/22/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/29/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/06/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/13/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/20/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/27/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/03/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/10/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/17/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/24/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/01/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/08/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/15/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/22/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/29/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/05/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/12/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/19/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/26/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/02/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/09/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/16/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/23/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/30/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/07/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/14/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/21/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/28/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/04/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/11/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/18/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/25/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/02/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/09/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/16/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/23/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/30/1984,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/06/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/13/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/20/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/27/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/03/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/10/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/17/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/24/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/03/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/10/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/17/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/24/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/31/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/07/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/14/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/21/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/28/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/05/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/12/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/19/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/26/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/02/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/09/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/16/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/23/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/30/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/07/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/14/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/21/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/28/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/04/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/11/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/18/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/25/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/01/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/08/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/15/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/22/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/29/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/06/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/13/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/20/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
10/27/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/03/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/10/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/17/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
11/24/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/01/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/08/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/15/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/22/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
12/29/1985,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/05/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/12/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/19/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
01/26/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/02/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/09/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/16/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
02/23/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/02/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/09/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/16/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/23/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
03/30/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/06/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/13/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/20/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
04/27/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/04/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/11/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/18/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
05/25/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/01/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/08/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/15/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/22/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
06/29/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/06/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/13/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/20/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
07/27/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/03/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/10/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/17/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/24/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
08/31/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/07/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/14/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
09/21/1986,Majestic,Shubert,Edison,,,Winter Garden,,,,,,,,,,,,,,
