Week,42ndStreet,AChorusLine,OhCalcutta,Aladdin,BeautyAndTheBeast,Cats,Chicago,FiddlerOnTheRoof,Grease,Hairspray,Hamilton,LesMiserables,MammaMia,MissSaigon,MyFairLady,Rent,TheBookOfMormon,TheLionKing,ThePhantomOfTheOpera,Wicked
12/05/2004,Ford Center,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
12/12/2004,Ford Center,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
12/19/2004,Ford Center,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
12/26/2004,Ford Center,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
01/02/2005,Ford Center,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
01/09/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
01/16/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
01/23/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
01/30/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
02/06/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
02/13/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
02/20/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
02/27/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
03/06/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
03/13/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
03/20/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
03/27/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
04/03/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
04/10/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
04/17/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
04/24/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
05/01/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
05/08/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
05/15/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
05/22/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
05/29/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
06/05/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
06/12/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
06/19/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
06/26/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
07/03/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
07/10/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
07/17/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
07/24/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
07/31/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
08/07/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
08/14/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
08/21/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
08/28/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
09/04/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
09/11/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
09/18/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
09/25/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
10/02/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
10/09/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
10/16/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
10/23/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
10/30/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
11/06/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
11/13/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
11/20/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
11/27/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
12/04/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
12/11/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
12/18/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
12/25/2005,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
01/01/2006,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
01/08/2006,,,,,Lunt-Fontanne,,Ambassador,Minskoff,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
01/15/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
01/22/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
01/29/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
02/05/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
02/12/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
02/19/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
02/26/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
03/05/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
03/12/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
03/19/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
03/26/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
04/02/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
04/09/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
04/16/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
04/23/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
04/30/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
05/07/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
05/14/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
05/21/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
05/28/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
06/04/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,New Amsterdam,Majestic,Gershwin
06/11/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
06/18/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
06/25/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
07/02/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
07/09/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
07/16/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
07/23/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
07/30/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
08/06/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
08/13/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
08/20/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
08/27/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
09/03/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
09/10/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
09/17/2006,,,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
09/24/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
10/01/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
10/08/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
10/15/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
10/22/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
10/29/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
11/05/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
11/12/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
11/19/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
11/26/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
12/03/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
12/10/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
12/17/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
12/24/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
12/31/2006,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
01/07/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
01/14/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
01/21/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
01/28/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
02/04/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
02/11/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
02/18/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
02/25/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
03/04/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
03/11/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
03/18/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
03/25/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
04/01/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
04/08/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
04/15/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
04/22/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
04/29/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
05/06/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
05/13/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
05/20/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
05/27/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
06/03/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
06/10/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
06/17/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
06/24/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
07/01/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
07/08/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
07/15/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
07/22/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
07/29/2007,,Schoenfeld,,,Lunt-Fontanne,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
08/05/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
08/12/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
08/19/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
08/26/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
09/02/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
09/09/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
09/16/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
09/23/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
09/30/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
10/07/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
10/14/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
10/21/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
10/28/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
11/04/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
11/11/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
11/18/2007,,,,,,,,,,,,,,,,,,,,
11/25/2007,,,,,,,,,,,,,,,,,,,,
12/02/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
12/09/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
12/16/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
12/23/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
12/30/2007,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
01/06/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,Broadhurst,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
01/13/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
01/20/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
01/27/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
02/03/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
02/10/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
02/17/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
02/24/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
03/02/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
03/09/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
03/16/2008,,Schoenfeld,,,,,Ambassador,,Brooks Atkinson,Neil Simon,,,Winter Garden,,,Nederlander,,Minskoff,Majestic,Gershwin
